Gmt time,Ask,Bid,AskVolume,BidVolume
14.04.2025 13:30:26.101,211.72299999999998,211.607,0.012,0.012
14.04.2025 13:30:26.152,211.663,211.52700000000002,0.012,0.012
14.04.2025 13:30:26.202,211.663,211.577,0.012,0.012
14.04.2025 13:30:26.353,211.663,211.637,0.012,0.012
14.04.2025 13:30:26.403,211.72299999999998,211.54700000000003,0.012,0.012
14.04.2025 13:30:26.453,211.674,211.546,0.012,0.012
14.04.2025 13:30:26.604,211.674,211.62599999999998,0.012,0.012
14.04.2025 13:30:26.805,211.673,211.54700000000003,0.012,0.012
14.04.2025 13:30:26.906,211.674,211.606,0.012,0.012
14.04.2025 13:30:26.956,211.674,211.576,0.012,0.012
14.04.2025 13:30:27.056,211.72299999999998,211.637,0.012,0.012
14.04.2025 13:30:27.157,211.72299999999998,211.577,0.012,0.012
14.04.2025 13:30:27.257,211.674,211.576,0.012,0.012
14.04.2025 13:30:27.407,211.644,211.576,0.012,0.012
14.04.2025 13:30:27.458,211.623,211.51700000000002,0.012,0.012
14.04.2025 13:30:27.558,211.62400000000002,211.49599999999998,0.012,0.012
14.04.2025 13:30:27.609,211.59400000000002,211.49599999999998,0.012,0.012
14.04.2025 13:30:27.659,211.544,211.396,0.012,0.012
14.04.2025 13:30:27.759,211.453,211.30700000000002,0.012,0.012
14.04.2025 13:30:27.960,211.424,211.30599999999998,0.012,0.012
14.04.2025 13:30:28.511,211.37400000000002,211.24599999999998,0.012,0.012
14.04.2025 13:30:28.611,211.323,211.11700000000002,0.012,0.012
14.04.2025 13:30:28.712,211.324,211.146,0.012,0.012
14.04.2025 13:30:28.963,211.36400000000003,211.206,0.012,0.012
14.04.2025 13:30:29.013,211.413,211.20700000000002,0.012,0.012
14.04.2025 13:30:29.464,211.34400000000002,211.206,0.012,0.012
14.04.2025 13:30:29.564,211.40400000000002,211.24599999999998,0.012,0.012
14.04.2025 13:30:29.615,211.343,211.227,0.012,0.012
14.04.2025 13:30:29.715,211.40400000000002,211.226,0.012,0.012
14.04.2025 13:30:30.066,211.403,211.287,0.012,0.012
14.04.2025 13:30:30.167,211.50400000000002,211.386,0.012,0.012
14.04.2025 13:30:30.268,211.484,211.386,0.012,0.012
14.04.2025 13:30:30.418,211.483,211.317,0.012,0.012
14.04.2025 13:30:30.469,211.503,211.357,0.012,0.012
14.04.2025 13:30:30.619,211.354,211.33599999999998,0.012,0.012
14.04.2025 13:30:30.669,211.44400000000002,211.236,0.012,0.012
14.04.2025 13:30:30.870,211.44299999999998,211.20700000000002,0.012,0.012
14.04.2025 13:30:30.920,211.40400000000002,211.206,0.012,0.012
14.04.2025 13:30:30.970,211.424,211.206,0.012,0.012
14.04.2025 13:30:31.057,211.423,211.29700000000003,0.012,0.012
14.04.2025 13:30:31.161,211.43400000000003,211.30599999999998,0.012,0.012
14.04.2025 13:30:31.361,211.43400000000003,211.316,0.012,0.012
14.04.2025 13:30:31.411,211.423,211.29700000000003,0.012,0.012
14.04.2025 13:30:31.512,211.423,211.287,0.012,0.012
14.04.2025 13:30:31.612,211.383,211.257,0.012,0.012
14.04.2025 13:30:31.964,211.343,211.227,0.012,0.012
14.04.2025 13:30:32.215,211.36400000000003,211.226,0.012,0.012
14.04.2025 13:30:32.265,211.30400000000003,211.226,0.012,0.012
14.04.2025 13:30:32.316,211.303,211.20700000000002,0.012,0.012
14.04.2025 13:30:32.416,211.373,211.197,0.012,0.012
14.04.2025 13:30:32.617,211.264,211.196,0.012,0.012
14.04.2025 13:30:32.817,211.253,211.197,0.012,0.012
14.04.2025 13:30:32.868,211.263,211.197,0.012,0.012
14.04.2025 13:30:33.020,211.393,211.23700000000002,0.012,0.012
14.04.2025 13:30:33.120,211.424,211.286,0.012,0.012
14.04.2025 13:30:33.474,211.493,211.327,0.012,0.012
14.04.2025 13:30:33.574,211.583,211.417,0.012,0.012
14.04.2025 13:30:33.875,211.56400000000002,211.456,0.012,0.012
14.04.2025 13:30:33.975,211.72299999999998,211.61700000000002,0.012,0.012
14.04.2025 13:30:34.076,211.72299999999998,211.567,0.012,0.012
14.04.2025 13:30:34.727,211.674,211.536,0.012,0.012
14.04.2025 13:30:34.928,211.644,211.536,0.012,0.012
14.04.2025 13:30:35.079,211.643,211.52700000000002,0.012,0.012
14.04.2025 13:30:35.230,211.573,211.477,0.012,0.012
14.04.2025 13:30:35.430,211.533,211.45700000000002,0.012,0.012
14.04.2025 13:30:35.530,211.493,211.327,0.012,0.012
14.04.2025 13:30:35.631,211.483,211.327,0.012,0.012
14.04.2025 13:30:35.736,211.484,211.37599999999998,0.012,0.012
14.04.2025 13:30:35.786,211.544,211.396,0.012,0.012
14.04.2025 13:30:35.886,211.573,211.39700000000002,0.012,0.012
14.04.2025 13:30:36.037,211.574,211.446,0.012,0.012
14.04.2025 13:30:36.138,211.46400000000003,211.326,0.012,0.012
14.04.2025 13:30:37.681,211.43400000000003,211.326,0.012,0.012
14.04.2025 13:30:37.782,211.423,211.327,0.012,0.012
14.04.2025 13:30:37.882,211.424,211.316,0.012,0.012
14.04.2025 13:30:37.933,211.424,211.296,0.012,0.012
14.04.2025 13:30:38.133,211.36400000000003,211.296,0.012,0.012
14.04.2025 13:30:38.183,211.383,211.29700000000003,0.012,0.012
14.04.2025 13:30:38.684,211.40400000000002,211.27599999999998,0.012,0.012
14.04.2025 13:30:38.785,211.383,211.26700000000002,0.012,0.012
14.04.2025 13:30:38.935,211.333,211.217,0.012,0.012
14.04.2025 13:30:39.135,211.33400000000003,211.196,0.012,0.012
14.04.2025 13:30:39.237,211.22400000000002,211.136,0.012,0.012
14.04.2025 13:30:39.287,211.19400000000002,211.096,0.012,0.012
14.04.2025 13:30:39.388,211.28400000000002,211.166,0.012,0.012
14.04.2025 13:30:39.588,211.313,211.167,0.012,0.012
14.04.2025 13:30:39.638,211.313,211.197,0.012,0.012
14.04.2025 13:30:39.689,211.31400000000002,211.166,0.012,0.012
14.04.2025 13:30:39.940,211.31400000000002,211.146,0.012,0.012
14.04.2025 13:30:39.990,211.313,211.157,0.012,0.012
14.04.2025 13:30:40.040,211.31400000000002,211.146,0.012,0.012
14.04.2025 13:30:40.341,211.313,211.11700000000002,0.012,0.012
14.04.2025 13:30:40.391,211.394,211.256,0.012,0.012
14.04.2025 13:30:40.586,211.41400000000002,211.256,0.012,0.012
14.04.2025 13:30:40.893,211.424,211.316,0.012,0.012
14.04.2025 13:30:41.044,211.503,211.36700000000002,0.012,0.012
14.04.2025 13:30:41.446,211.47299999999998,211.33700000000002,0.012,0.012
14.04.2025 13:30:41.597,211.44299999999998,211.29700000000003,0.012,0.012
14.04.2025 13:30:41.697,211.44299999999998,211.327,0.012,0.012
14.04.2025 13:30:41.748,211.47400000000002,211.326,0.012,0.012
14.04.2025 13:30:41.898,211.493,211.327,0.012,0.012
14.04.2025 13:30:42.098,211.493,211.357,0.012,0.012
14.04.2025 13:30:42.399,211.49400000000003,211.326,0.012,0.012
14.04.2025 13:30:42.449,211.49400000000003,211.356,0.012,0.012
14.04.2025 13:30:42.750,211.523,211.36700000000002,0.012,0.012
14.04.2025 13:30:43.051,211.523,211.417,0.012,0.012
14.04.2025 13:30:43.102,211.603,211.467,0.012,0.012
14.04.2025 13:30:43.202,211.643,211.467,0.012,0.012
14.04.2025 13:30:43.352,211.713,211.52700000000002,0.012,0.012
14.04.2025 13:30:43.704,211.71400000000003,211.566,0.012,0.012
14.04.2025 13:30:43.854,211.674,211.52599999999998,0.012,0.012
14.04.2025 13:30:44.005,211.65400000000002,211.506,0.012,0.012
14.04.2025 13:30:44.106,211.674,211.52599999999998,0.012,0.012
14.04.2025 13:30:44.206,211.713,211.55700000000002,0.012,0.012
14.04.2025 13:30:44.357,211.72299999999998,211.58700000000002,0.012,0.012
14.04.2025 13:30:44.558,211.803,211.657,0.012,0.012
14.04.2025 13:30:44.860,211.80400000000003,211.636,0.012,0.012
14.04.2025 13:30:45.236,211.773,211.637,0.012,0.012
14.04.2025 13:30:45.388,211.674,211.546,0.012,0.012
14.04.2025 13:30:45.639,211.704,211.566,0.012,0.012
14.04.2025 13:30:45.689,211.69299999999998,211.567,0.012,0.012
14.04.2025 13:30:45.840,211.69299999999998,211.58700000000002,0.012,0.012
14.04.2025 13:30:46.094,211.773,211.637,0.012,0.012
14.04.2025 13:30:46.144,211.78400000000002,211.65599999999998,0.012,0.012
14.04.2025 13:30:46.195,211.793,211.657,0.012,0.012
14.04.2025 13:30:46.245,211.794,211.666,0.012,0.012
14.04.2025 13:30:46.598,211.794,211.65599999999998,0.012,0.012
14.04.2025 13:30:46.649,211.734,211.636,0.012,0.012
14.04.2025 13:30:46.699,211.78400000000002,211.61599999999999,0.012,0.012
14.04.2025 13:30:46.749,211.794,211.666,0.012,0.012
14.04.2025 13:30:46.949,211.773,211.61700000000002,0.012,0.012
14.04.2025 13:30:47.600,211.773,211.67700000000002,0.012,0.012
14.04.2025 13:30:47.851,211.743,211.67700000000002,0.012,0.012
14.04.2025 13:30:47.901,211.77400000000003,211.646,0.012,0.012
14.04.2025 13:30:48.052,211.783,211.64700000000002,0.012,0.012
14.04.2025 13:30:48.454,211.72400000000002,211.646,0.012,0.012
14.04.2025 13:30:48.557,211.793,211.667,0.012,0.012
14.04.2025 13:30:48.858,211.794,211.65599999999998,0.012,0.012
14.04.2025 13:30:48.908,211.74400000000003,211.646,0.012,0.012
14.04.2025 13:30:49.009,211.68400000000003,211.58599999999998,0.012,0.012
14.04.2025 13:30:49.110,211.703,211.58700000000002,0.012,0.012
14.04.2025 13:30:49.261,211.733,211.607,0.012,0.012
14.04.2025 13:30:49.361,211.733,211.597,0.012,0.012
14.04.2025 13:30:49.461,211.653,211.507,0.012,0.012
14.04.2025 13:30:49.546,211.65400000000002,211.516,0.012,0.012
14.04.2025 13:30:49.702,211.563,211.507,0.012,0.012
14.04.2025 13:30:49.753,211.61400000000003,211.49599999999998,0.012,0.012
14.04.2025 13:30:49.857,211.653,211.497,0.012,0.012
14.04.2025 13:30:50.261,211.653,211.507,0.012,0.012
14.04.2025 13:30:50.665,211.764,211.58599999999998,0.012,0.012
14.04.2025 13:30:50.816,211.764,211.61599999999999,0.012,0.012
14.04.2025 13:30:51.016,211.72400000000002,211.506,0.012,0.012
14.04.2025 13:30:51.266,211.673,211.507,0.012,0.012
14.04.2025 13:30:51.868,211.683,211.507,0.012,0.012
14.04.2025 13:30:51.918,211.683,211.52700000000002,0.012,0.012
14.04.2025 13:30:51.969,211.68400000000003,211.506,0.012,0.012
14.04.2025 13:30:52.319,211.72299999999998,211.61700000000002,0.012,0.012
14.04.2025 13:30:52.470,211.72299999999998,211.597,0.012,0.012
14.04.2025 13:30:52.721,211.72400000000002,211.55599999999998,0.012,0.012
14.04.2025 13:30:52.871,211.803,211.657,0.012,0.012
14.04.2025 13:30:52.922,211.823,211.657,0.012,0.012
14.04.2025 13:30:53.573,211.793,211.64700000000002,0.012,0.012
14.04.2025 13:30:53.924,211.793,211.67700000000002,0.012,0.012
14.04.2025 13:30:54.106,211.763,211.61700000000002,0.012,0.012
14.04.2025 13:30:54.159,211.764,211.596,0.012,0.012
14.04.2025 13:30:54.215,211.763,211.61700000000002,0.012,0.012
14.04.2025 13:30:54.516,211.763,211.597,0.012,0.012
14.04.2025 13:30:54.718,211.81400000000002,211.636,0.012,0.012
14.04.2025 13:30:54.768,211.84400000000002,211.706,0.012,0.012
14.04.2025 13:30:54.918,211.824,211.696,0.012,0.012
14.04.2025 13:30:55.019,211.77400000000003,211.696,0.012,0.012
14.04.2025 13:30:55.119,211.824,211.696,0.012,0.012
14.04.2025 13:30:55.220,211.813,211.697,0.012,0.012
14.04.2025 13:30:55.672,211.813,211.73700000000002,0.012,0.012
14.04.2025 13:30:55.723,211.823,211.73700000000002,0.012,0.012
14.04.2025 13:30:55.974,211.843,211.73700000000002,0.012,0.012
14.04.2025 13:30:56.478,211.84400000000002,211.756,0.012,0.012
14.04.2025 13:30:56.930,211.843,211.787,0.012,0.012
14.04.2025 13:30:57.080,211.90400000000002,211.756,0.012,0.012
14.04.2025 13:30:57.581,211.87400000000002,211.756,0.012,0.012
14.04.2025 13:30:57.882,211.854,211.756,0.012,0.012
14.04.2025 13:30:57.983,211.90400000000002,211.786,0.012,0.012
14.04.2025 13:30:58.233,211.903,211.76700000000002,0.012,0.012
14.04.2025 13:30:58.334,211.83400000000003,211.756,0.012,0.012
14.04.2025 13:30:58.485,211.863,211.757,0.012,0.012
14.04.2025 13:30:59.429,211.86400000000003,211.766,0.012,0.012
14.04.2025 13:30:59.480,211.924,211.77599999999998,0.012,0.012
14.04.2025 13:30:59.831,211.984,211.916,0.012,0.012
14.04.2025 13:30:59.981,211.99400000000003,211.916,0.012,0.012
14.04.2025 13:31:00.182,212.003,211.92700000000002,0.012,0.012
14.04.2025 13:31:00.383,212.174,212.08599999999998,0.012,0.012
14.04.2025 13:31:00.433,212.22299999999998,212.137,0.012,0.012
14.04.2025 13:31:00.484,212.353,212.23700000000002,0.012,0.012
14.04.2025 13:31:00.634,212.333,212.217,0.012,0.012
14.04.2025 13:31:00.785,212.294,212.166,0.012,0.012
14.04.2025 13:31:00.936,212.33400000000003,212.166,0.012,0.012
14.04.2025 13:31:00.986,212.323,212.167,0.012,0.012
14.04.2025 13:31:01.036,212.323,212.11700000000002,0.012,0.012
