Gmt time,Ask,Bid,AskVolume,BidVolume
14.04.2025 13:30:00.514,211.53400000000002,211.386,0.012,0.012
14.04.2025 13:30:00.566,211.68400000000003,211.486,0.012,0.012
14.04.2025 13:30:00.617,211.643,211.48700000000002,0.012,0.012
14.04.2025 13:30:00.667,211.683,211.48700000000002,0.012,0.012
14.04.2025 13:30:00.717,211.66400000000002,211.486,0.012,0.012
14.04.2025 13:30:00.867,211.68400000000003,211.486,0.012,0.012
14.04.2025 13:30:00.919,211.683,211.55700000000002,0.012,0.012
14.04.2025 13:30:01.121,211.683,211.577,0.012,0.012
14.04.2025 13:30:01.372,211.673,211.537,0.012,0.012
14.04.2025 13:30:01.422,211.613,211.567,0.012,0.012
14.04.2025 13:30:01.523,211.613,211.51700000000002,0.012,0.012
14.04.2025 13:30:01.874,211.61400000000003,211.49599999999998,0.012,0.012
14.04.2025 13:30:01.925,211.574,211.49599999999998,0.012,0.012
14.04.2025 13:30:01.975,211.543,211.45700000000002,0.012,0.012
14.04.2025 13:30:02.126,211.563,211.36700000000002,0.012,0.012
14.04.2025 13:30:02.226,211.514,211.36599999999999,0.012,0.012
14.04.2025 13:30:02.277,211.573,211.39700000000002,0.012,0.012
14.04.2025 13:30:02.377,211.574,211.36599999999999,0.012,0.012
14.04.2025 13:30:02.428,211.573,211.42700000000002,0.012,0.012
14.04.2025 13:30:02.529,211.603,211.48700000000002,0.012,0.012
14.04.2025 13:30:02.580,211.674,211.516,0.012,0.012
14.04.2025 13:30:02.630,211.613,211.45700000000002,0.012,0.012
14.04.2025 13:30:02.681,211.673,211.437,0.012,0.012
14.04.2025 13:30:02.781,211.674,211.426,0.012,0.012
14.04.2025 13:30:02.831,211.653,211.42700000000002,0.012,0.012
14.04.2025 13:30:02.882,211.653,211.417,0.012,0.012
14.04.2025 13:30:02.932,211.573,211.417,0.012,0.012
14.04.2025 13:30:03.034,211.573,211.42700000000002,0.012,0.012
14.04.2025 13:30:03.184,211.573,211.45700000000002,0.012,0.012
14.04.2025 13:30:03.234,211.56400000000002,211.426,0.012,0.012
14.04.2025 13:30:03.336,211.533,211.417,0.012,0.012
14.04.2025 13:30:03.436,211.61400000000003,211.476,0.012,0.012
14.04.2025 13:30:03.538,211.644,211.546,0.012,0.012
14.04.2025 13:30:03.617,211.673,211.54700000000003,0.012,0.012
14.04.2025 13:30:03.669,211.674,211.536,0.012,0.012
14.04.2025 13:30:03.825,211.533,211.477,0.012,0.012
14.04.2025 13:30:03.876,211.583,211.477,0.012,0.012
14.04.2025 13:30:03.979,211.63400000000001,211.506,0.012,0.012
14.04.2025 13:30:04.079,211.63400000000001,211.49599999999998,0.012,0.012
14.04.2025 13:30:04.281,211.59400000000002,211.49599999999998,0.012,0.012
14.04.2025 13:30:04.382,211.593,211.537,0.012,0.012
14.04.2025 13:30:04.433,211.644,211.506,0.012,0.012
14.04.2025 13:30:04.587,211.633,211.51700000000002,0.012,0.012
14.04.2025 13:30:04.688,211.593,211.51700000000002,0.012,0.012
14.04.2025 13:30:04.838,211.593,211.45700000000002,0.012,0.012
14.04.2025 13:30:04.939,211.69299999999998,211.55700000000002,0.012,0.012
14.04.2025 13:30:05.089,211.673,211.54700000000003,0.012,0.012
14.04.2025 13:30:05.191,211.65400000000002,211.52599999999998,0.012,0.012
14.04.2025 13:30:05.292,211.68400000000003,211.596,0.012,0.012
14.04.2025 13:30:05.393,211.653,211.597,0.012,0.012
14.04.2025 13:30:05.444,211.653,211.507,0.012,0.012
14.04.2025 13:30:05.495,211.593,211.507,0.012,0.012
14.04.2025 13:30:05.545,211.753,211.61700000000002,0.012,0.012
14.04.2025 13:30:05.596,211.80400000000003,211.65599999999998,0.012,0.012
14.04.2025 13:30:05.746,211.683,211.507,0.012,0.012
14.04.2025 13:30:05.797,211.673,211.507,0.012,0.012
14.04.2025 13:30:05.998,211.56400000000002,211.446,0.012,0.012
14.04.2025 13:30:06.049,211.49400000000003,211.36599999999999,0.012,0.012
14.04.2025 13:30:06.250,211.53400000000002,211.396,0.012,0.012
14.04.2025 13:30:06.401,211.484,211.396,0.012,0.012
14.04.2025 13:30:06.502,211.544,211.396,0.012,0.012
14.04.2025 13:30:06.652,211.49400000000003,211.346,0.012,0.012
14.04.2025 13:30:06.753,211.46400000000003,211.356,0.012,0.012
14.04.2025 13:30:06.853,211.46400000000003,211.33599999999998,0.012,0.012
14.04.2025 13:30:06.904,211.46400000000003,211.346,0.012,0.012
14.04.2025 13:30:07.054,211.43400000000003,211.30599999999998,0.012,0.012
14.04.2025 13:30:07.106,211.433,211.327,0.012,0.012
14.04.2025 13:30:07.307,211.413,211.327,0.012,0.012
14.04.2025 13:30:07.358,211.41400000000002,211.30599999999998,0.012,0.012
14.04.2025 13:30:07.458,211.493,211.327,0.012,0.012
14.04.2025 13:30:07.642,211.41400000000002,211.296,0.012,0.012
14.04.2025 13:30:07.849,211.47299999999998,211.30700000000002,0.012,0.012
14.04.2025 13:30:08.049,211.393,211.287,0.012,0.012
14.04.2025 13:30:08.201,211.38400000000001,211.286,0.012,0.012
14.04.2025 13:30:08.251,211.383,211.257,0.012,0.012
14.04.2025 13:30:08.303,211.43400000000003,211.286,0.012,0.012
14.04.2025 13:30:08.403,211.47400000000002,211.266,0.012,0.012
14.04.2025 13:30:08.504,211.47400000000002,211.286,0.012,0.012
14.04.2025 13:30:08.657,211.47299999999998,211.317,0.012,0.012
14.04.2025 13:30:08.858,211.40400000000002,211.266,0.012,0.012
14.04.2025 13:30:09.109,211.433,211.26700000000002,0.012,0.012
14.04.2025 13:30:09.159,211.40400000000002,211.27599999999998,0.012,0.012
14.04.2025 13:30:09.310,211.52400000000003,211.36599999999999,0.012,0.012
14.04.2025 13:30:09.360,211.544,211.396,0.012,0.012
14.04.2025 13:30:09.410,211.653,211.45700000000002,0.012,0.012
14.04.2025 13:30:09.461,211.674,211.486,0.012,0.012
14.04.2025 13:30:09.562,211.78400000000002,211.55599999999998,0.012,0.012
14.04.2025 13:30:09.612,211.773,211.597,0.012,0.012
14.04.2025 13:30:09.813,211.77400000000003,211.646,0.012,0.012
14.04.2025 13:30:09.863,211.783,211.64700000000002,0.012,0.012
14.04.2025 13:30:09.963,211.743,211.64700000000002,0.012,0.012
14.04.2025 13:30:10.014,211.75400000000002,211.646,0.012,0.012
14.04.2025 13:30:10.114,211.793,211.717,0.012,0.012
14.04.2025 13:30:10.214,211.794,211.696,0.012,0.012
14.04.2025 13:30:10.265,211.734,211.606,0.012,0.012
14.04.2025 13:30:10.315,211.593,211.437,0.012,0.012
14.04.2025 13:30:10.365,211.604,211.46599999999998,0.012,0.012
14.04.2025 13:30:10.416,211.56400000000002,211.37599999999998,0.012,0.012
14.04.2025 13:30:10.516,211.58400000000003,211.426,0.012,0.012
14.04.2025 13:30:10.566,211.643,211.477,0.012,0.012
14.04.2025 13:30:10.617,211.794,211.61599999999999,0.012,0.012
14.04.2025 13:30:10.719,211.773,211.58700000000002,0.012,0.012
14.04.2025 13:30:10.819,211.794,211.606,0.012,0.012
14.04.2025 13:30:11.021,211.74400000000003,211.58599999999998,0.012,0.012
14.04.2025 13:30:11.121,211.793,211.597,0.012,0.012
14.04.2025 13:30:11.322,211.72400000000002,211.606,0.012,0.012
14.04.2025 13:30:11.472,211.763,211.607,0.012,0.012
14.04.2025 13:30:11.871,211.873,211.667,0.012,0.012
14.04.2025 13:30:11.971,211.873,211.727,0.012,0.012
14.04.2025 13:30:12.072,211.873,211.73700000000002,0.012,0.012
14.04.2025 13:30:12.122,211.843,211.667,0.012,0.012
14.04.2025 13:30:12.222,211.794,211.666,0.012,0.012
14.04.2025 13:30:12.373,211.843,211.697,0.012,0.012
14.04.2025 13:30:12.423,211.733,211.61700000000002,0.012,0.012
14.04.2025 13:30:12.573,211.80400000000003,211.65599999999998,0.012,0.012
14.04.2025 13:30:12.674,211.80400000000003,211.696,0.012,0.012
14.04.2025 13:30:12.774,211.823,211.697,0.012,0.012
14.04.2025 13:30:12.874,211.75400000000002,211.65599999999998,0.012,0.012
14.04.2025 13:30:12.925,211.783,211.657,0.012,0.012
14.04.2025 13:30:12.975,211.78400000000002,211.676,0.012,0.012
14.04.2025 13:30:13.025,211.81400000000002,211.676,0.012,0.012
14.04.2025 13:30:13.326,211.72299999999998,211.54700000000003,0.012,0.012
14.04.2025 13:30:13.476,211.72299999999998,211.577,0.012,0.012
14.04.2025 13:30:14.028,211.75400000000002,211.58599999999998,0.012,0.012
14.04.2025 13:30:14.079,211.753,211.597,0.012,0.012
14.04.2025 13:30:14.179,211.68400000000003,211.516,0.012,0.012
14.04.2025 13:30:14.229,211.674,211.516,0.012,0.012
14.04.2025 13:30:14.280,211.593,211.417,0.012,0.012
14.04.2025 13:30:14.330,211.58400000000003,211.40599999999998,0.012,0.012
14.04.2025 13:30:14.431,211.604,211.46599999999998,0.012,0.012
14.04.2025 13:30:14.481,211.783,211.67700000000002,0.012,0.012
14.04.2025 13:30:14.531,211.894,211.756,0.012,0.012
14.04.2025 13:30:14.582,211.83400000000003,211.71599999999998,0.012,0.012
14.04.2025 13:30:14.632,211.893,211.717,0.012,0.012
14.04.2025 13:30:14.782,212.003,211.857,0.012,0.012
14.04.2025 13:30:14.933,211.993,211.877,0.012,0.012
14.04.2025 13:30:15.034,212.00400000000002,211.93599999999998,0.012,0.012
14.04.2025 13:30:15.084,212.044,211.93599999999998,0.012,0.012
14.04.2025 13:30:15.234,212.043,211.89700000000002,0.012,0.012
14.04.2025 13:30:15.285,212.053,211.89700000000002,0.012,0.012
14.04.2025 13:30:15.386,211.984,211.896,0.012,0.012
14.04.2025 13:30:15.436,211.99400000000003,211.83599999999998,0.012,0.012
14.04.2025 13:30:15.487,212.013,211.83700000000002,0.012,0.012
14.04.2025 13:30:15.538,212.013,211.89700000000002,0.012,0.012
14.04.2025 13:30:15.638,212.03400000000002,211.83599999999998,0.012,0.012
14.04.2025 13:30:15.789,212.03400000000002,211.846,0.012,0.012
14.04.2025 13:30:15.969,211.97299999999998,211.827,0.012,0.012
14.04.2025 13:30:16.171,211.97400000000002,211.846,0.012,0.012
14.04.2025 13:30:16.272,212.033,211.917,0.012,0.012
14.04.2025 13:30:16.326,212.033,211.89700000000002,0.012,0.012
14.04.2025 13:30:16.478,212.03400000000002,211.846,0.012,0.012
14.04.2025 13:30:16.528,211.894,211.786,0.012,0.012
14.04.2025 13:30:16.629,211.91400000000002,211.706,0.012,0.012
14.04.2025 13:30:16.829,211.77400000000003,211.646,0.012,0.012
14.04.2025 13:30:16.879,211.683,211.51700000000002,0.012,0.012
14.04.2025 13:30:16.930,211.593,211.417,0.012,0.012
14.04.2025 13:30:16.981,211.623,211.417,0.012,0.012
14.04.2025 13:30:17.031,211.62400000000002,211.476,0.012,0.012
14.04.2025 13:30:17.131,211.62400000000002,211.416,0.012,0.012
14.04.2025 13:30:17.232,211.58400000000003,211.416,0.012,0.012
14.04.2025 13:30:17.533,211.553,211.417,0.012,0.012
14.04.2025 13:30:17.583,211.523,211.347,0.012,0.012
14.04.2025 13:30:17.784,211.33400000000003,211.226,0.012,0.012
14.04.2025 13:30:17.834,211.22400000000002,211.136,0.012,0.012
14.04.2025 13:30:17.885,211.203,211.097,0.012,0.012
14.04.2025 13:30:18.035,211.24400000000003,211.096,0.012,0.012
14.04.2025 13:30:18.086,211.204,211.096,0.012,0.012
14.04.2025 13:30:18.186,211.264,211.106,0.012,0.012
14.04.2025 13:30:18.286,211.333,211.17700000000002,0.012,0.012
14.04.2025 13:30:18.337,211.383,211.17700000000002,0.012,0.012
14.04.2025 13:30:18.387,211.333,211.17700000000002,0.012,0.012
14.04.2025 13:30:18.538,211.433,211.26700000000002,0.012,0.012
14.04.2025 13:30:18.638,211.37400000000002,211.236,0.012,0.012
14.04.2025 13:30:19.189,211.363,211.23700000000002,0.012,0.012
14.04.2025 13:30:19.240,211.37400000000002,211.236,0.012,0.012
14.04.2025 13:30:19.340,211.40400000000002,211.236,0.012,0.012
14.04.2025 13:30:19.541,211.403,211.26700000000002,0.012,0.012
14.04.2025 13:30:19.841,211.213,211.097,0.012,0.012
14.04.2025 13:30:19.892,211.243,211.097,0.012,0.012
14.04.2025 13:30:19.992,211.27400000000003,211.096,0.012,0.012
14.04.2025 13:30:20.143,211.33400000000003,211.096,0.012,0.012
14.04.2025 13:30:20.528,211.293,211.097,0.012,0.012
14.04.2025 13:30:20.931,211.30400000000003,211.136,0.012,0.012
14.04.2025 13:30:21.033,211.293,211.137,0.012,0.012
14.04.2025 13:30:21.186,211.33400000000003,211.206,0.012,0.012
14.04.2025 13:30:21.286,211.47299999999998,211.30700000000002,0.012,0.012
14.04.2025 13:30:21.538,211.424,211.30599999999998,0.012,0.012
14.04.2025 13:30:21.588,211.424,211.266,0.012,0.012
14.04.2025 13:30:21.939,211.47299999999998,211.327,0.012,0.012
14.04.2025 13:30:22.089,211.47400000000002,211.396,0.012,0.012
14.04.2025 13:30:22.190,211.493,211.407,0.012,0.012
14.04.2025 13:30:22.240,211.493,211.42700000000002,0.012,0.012
14.04.2025 13:30:22.792,211.573,211.447,0.012,0.012
14.04.2025 13:30:22.842,211.523,211.42700000000002,0.012,0.012
14.04.2025 13:30:22.892,211.52400000000003,211.40599999999998,0.012,0.012
14.04.2025 13:30:23.194,211.44299999999998,211.36700000000002,0.012,0.012
14.04.2025 13:30:23.495,211.44299999999998,211.377,0.012,0.012
14.04.2025 13:30:23.645,211.44400000000002,211.36599999999999,0.012,0.012
14.04.2025 13:30:23.996,211.493,211.39700000000002,0.012,0.012
14.04.2025 13:30:24.146,211.413,211.347,0.012,0.012
14.04.2025 13:30:24.197,211.493,211.377,0.012,0.012
14.04.2025 13:30:24.397,211.544,211.386,0.012,0.012
14.04.2025 13:30:24.498,211.553,211.387,0.012,0.012
14.04.2025 13:30:24.548,211.603,211.48700000000002,0.012,0.012
14.04.2025 13:30:24.598,211.77400000000003,211.576,0.012,0.012
14.04.2025 13:30:24.649,211.773,211.61700000000002,0.012,0.012
14.04.2025 13:30:24.849,211.673,211.61700000000002,0.012,0.012
14.04.2025 13:30:24.950,211.734,211.646,0.012,0.012
14.04.2025 13:30:25.001,211.773,211.657,0.012,0.012
14.04.2025 13:30:25.052,211.72400000000002,211.61599999999999,0.012,0.012
14.04.2025 13:30:25.548,211.72299999999998,211.627,0.012,0.012
14.04.2025 13:30:26.001,211.69400000000002,211.576,0.012,0.012
